person_id,id,name,character,role
18603,tm65789,William Holden,Joe Gillis,ACTOR
21168,tm65789,Gloria Swanson,Norma Desmond,ACTOR
21170,tm65789,Erich von Stroheim,Max von Mayerling,ACTOR
21171,tm65789,Nancy Olson,Betty Schaefer,ACTOR
21169,tm65789,Fred Clark,Sheldrake,ACTOR
21172,tm65789,Lloyd Gough,Morino,ACTOR
21173,tm65789,Jack Webb,Artie Green,ACTOR
22477,tm65789,Franklyn Farnum,Undertaker,ACTOR
63430,tm65789,Larry J. Blake,1st Finance Man,ACTOR
137374,tm65789,Charles Dayton,2nd Finance Man,ACTOR
21175,tm65789,Cecil B. DeMille,Cecil B. DeMille,ACTOR
21176,tm65789,Hedda Hopper,Hedda Hopper,ACTOR
21174,tm65789,Buster Keaton,Buster Keaton,ACTOR
28846,tm65789,Anna Q. Nilsson,Anna Q. Nilsson,ACTOR
27178,tm65789,H.B. Warner,H.B. Warner,ACTOR
21177,tm65789,Ray Evans,Ray Evans,ACTOR
82872,tm65789,Jay Livingston,Jay Livingston,ACTOR
90203,tm65789,Fred Aldrich,Cop Who Drags Joe's Body from Pool (uncredited),ACTOR
94588,tm65789,Joel Allen,Prop Man #2 (uncredited),ACTOR
71892,tm65789,Gertrude Astor,Courtier (uncredited),ACTOR
36515,tm65789,Anne Bauchens,Editor (uncredited),ACTOR
24719,tm65789,Edward Biby,Restaurant Patron (uncredited),ACTOR
15265,tm65789,Danny Borzage,Accordionist (uncredited),ACTOR
207640,tm65789,Ken Christy,Homicide Captain (uncredited),ACTOR
106313,tm65789,Ruth Clifford,Sheldrake's Secretary (uncredited),ACTOR
565919,tm65789,Archie R. Dalzell,Camera Operator (uncredited),ACTOR
151253,tm65789,Eddie Dew,Assistant Coroner (uncredited),ACTOR
39501,tm65789,Julia Faye,Hisham (uncredited),ACTOR
35503,tm65789,Al Ferguson,Phone Standby (uncredited),ACTOR
565918,tm65789,Gerry Ganzer,Betty's Roommate Connie (uncredited),ACTOR
71398,tm65789,Rudy Germane,Detective (uncredited),ACTOR
58321,tm65789,Kenneth Gibson,Salesman at Men's Shop (uncredited),ACTOR
14753,tm65789,Creighton Hale,Creighton Hale (uncredited),ACTOR
13384,tm65789,Chuck Hamilton,Grip on DeMille Set (uncredited),ACTOR
82261,tm65789,Len Hendry,Police Sergeant (uncredited),ACTOR
219985,tm65789,E. Mason Hopper,Doctor (uncredited),ACTOR
565920,tm65789,Stan Johnson,First Assistant Director (uncredited),ACTOR
108227,tm65789,Tiny Jones,Little Woman Outside Paramount Gate (uncredited),ACTOR
32300,tm65789,Howard Joslin,Police Lieutenant (uncredited),ACTOR
564510,tm65789,Arthur Lane,Camera Operator (uncredited),ACTOR
96349,tm65789,Perc Launders,Violinist at Norma's New Year's Eve Party (uncredited),ACTOR
96352,tm65789,William Meader,Party Guest (uncredited),ACTOR
138444,tm65789,Gertrude Messinger,Hairdresser (uncredited),ACTOR
49085,tm65789,Harold Miller,Man on Golf Course (uncredited),ACTOR
60488,tm65789,Howard Negley,Police Captain (uncredited),ACTOR
49086,tm65789,"John ""Skins"" Miller",Hog-Eye Electrician (uncredited),ACTOR
559991,tm65789,Lee Miller,Dancing Party Guest / Paramount Studio Employee (uncredited),ACTOR
71896,tm65789,Ralph Montgomery,Prop Man #1 (uncredited),ACTOR
27201,tm65789,Bert Moorhouse,Gordon Cole (uncredited),ACTOR
173516,tm65789,Jay Morley,Fat Man (uncredited),ACTOR
93412,tm65789,Eva Novak,Courtier (uncredited),ACTOR
27315,tm65789,Frank O'Connor,Courtier (uncredited),ACTOR
31161,tm65789,Robert Emmett O'Connor,Older Paramount Gate Guard Jonesy (uncredited),ACTOR
90209,tm65789,Jack Perrin,Detective (uncredited),ACTOR
563973,tm65789,Sidney Skolsky,Sidney Skolsky (uncredited),ACTOR
100488,tm65789,Emmett Smith,Black Man (uncredited),ACTOR
71403,tm65789,Archie Twitchell,Salesman at Men's Shop (uncredited),ACTOR
597972,tm65789,Yvette Vickers,Giggling Girl on Phone at Party (uncredited),ACTOR
563349,tm65789,Edward Wahrman,Camera Assistant (uncredited),ACTOR
36494,tm65789,Henry Wilcoxon,Actor on DeMille's 'Samson & Delilah' Set (uncredited),ACTOR
1176340,tm65789,Peter Drynan,Tailor (uncredited),ACTOR
1176416,tm65789,Sanford E. Greenwald,Newsreel Cameraman (uncredited),ACTOR
1176418,tm65789,Alan Marston,Reporter (uncredited),ACTOR
557181,tm65789,Bernice Mosk,Bernice (uncredited),ACTOR
1153089,tm65789,Virginia L. Randolph,Courtier (uncredited),ACTOR
1176434,tm65789,Bill Sheehan,Second Assistant Director (uncredited),ACTOR
1176429,tm65789,Roy Thompson,"Rudy, Shoeshine Boy (uncredited)",ACTOR
8036,tm65789,Jack Warden,Party Guest (uncredited),ACTOR
22488,tm65789,Billy Wilder,,DIRECTOR
25018,tm83884,Cary Grant,Walter Burns,ACTOR
28500,tm83884,Rosalind Russell,Hildy Johnson,ACTOR
12463,tm83884,Ralph Bellamy,Bruce Baldwin,ACTOR
28501,tm83884,Gene Lockhart,Sheriff Hartwell,ACTOR
28506,tm83884,Helen Mack,Mollie Malloy,ACTOR
27185,tm83884,Porter Hall,Murphy,ACTOR
28510,tm83884,Ernest Truex,Bensinger,ACTOR
13325,tm83884,Cliff Edwards,Endicott,ACTOR
28502,tm83884,Clarence Kolb,Mayor,ACTOR
20167,tm83884,Roscoe Karns,McCue,ACTOR
28503,tm83884,Frank Jenks,Wilson,ACTOR
23834,tm83884,Regis Toomey,Sanders,ACTOR
28504,tm83884,Abner Biberman,Louie,ACTOR
28505,tm83884,Frank Orth,Duffy,ACTOR
14710,tm83884,John Qualen,Earl Williams,ACTOR
28507,tm83884,Alma Kruger,Mrs. Baldwin,ACTOR
6137,tm83884,Billy Gilbert,Joe Pettibone,ACTOR
28508,tm83884,Pat West,Warden Cooley,ACTOR
28509,tm83884,Edwin Maxwell,Dr. Egelhoffer,ACTOR
13331,tm83884,Irving Bacon,Gus (uncredited),ACTOR
27216,tm83884,Wade Boteler,Mike (uncredited),ACTOR
27217,tm83884,Harry C. Bradley,Insurance Doctor (uncredited),ACTOR
28511,tm83884,Wheaton Chambers,Elevator Passenger (uncredited),ACTOR
27234,tm83884,Edmund Cobb,Cop (uncredited),ACTOR
27196,tm83884,Ann Doran,Newspaper Office Worker (uncredited),ACTOR
28512,tm83884,Ralph Dunn,Plainclothesman (uncredited),ACTOR
28513,tm83884,Earl Dwire,Pete Davis (uncredited),ACTOR
25663,tm83884,Pat Flaherty,Frank the Policeman (uncredited),ACTOR
27262,tm83884,Jack Gardner,Elevator Passenger (uncredited),ACTOR
28514,tm83884,Eddie Hart,Carl the Plainclothesman (uncredited),ACTOR
28515,tm83884,Marion Martin,Evangeline (uncredited),ACTOR
22485,tm83884,Frank McLure,Newsman (uncredited),ACTOR
27306,tm83884,James Millican,Tim (uncredited),ACTOR
27310,tm83884,Gene Morgan,Gene (uncredited),ACTOR
27191,tm83884,Delmar Watson,Skinny (uncredited),ACTOR
23839,tm83884,Howard Hawks,,DIRECTOR
25629,tm5012,John Wayne,Thomas Dunson,ACTOR
26188,tm5012,Montgomery Clift,Matthew Garth,ACTOR
49061,tm5012,Joanne Dru,Tess Millay,ACTOR
25632,tm5012,Walter Brennan,'Groot' Nadine,ACTOR
32275,tm5012,Coleen Gray,Fen,ACTOR
27181,tm5012,Harry Carey,Mr. Melville,ACTOR
49060,tm5012,John Ireland,Cherry Valance,ACTOR
62041,tm5012,Noah Beery Jr.,Buster McGee,ACTOR
11346,tm5012,"Harry Carey, Jr.",Dan Latimer,ACTOR
60266,tm5012,Chief Yowlachie,Quo,ACTOR
21354,tm5012,Paul Fix,Teeler Yacey,ACTOR
38996,tm5012,Hank Worden,Simms Reeves,ACTOR
13329,tm5012,Mickey Kuhn,"Matt, as a boy",ACTOR
73843,tm5012,Ray Hyke,Walt Jergens,ACTOR
130989,tm5012,Hal Taliaferro,Old Leather,ACTOR
23986,tm5012,Shelley Winters,Dance Hall Girl in Wagon Train (uncredited),ACTOR
93473,tm5012,Lane Chandler,Colonel (uncredited),ACTOR
27231,tm5012,Davison Clark,Mr. Meeker (uncredited),ACTOR
29631,tm5012,Harry Cording,Gambler (uncredited),ACTOR
13380,tm5012,Richard Farnsworth,Dunston Rider (uncredited),ACTOR
117316,tm5012,Paul Fierro,Fernandez (uncredited),ACTOR
27291,tm5012,George Lloyd,Rider with Melville (uncredited),ACTOR
137386,tm5012,Pierce Lyden,Colonel's Trail Boss (uncredited),ACTOR
565643,tm5012,Frank Meredith,Train Engineer (uncredited),ACTOR
62606,tm5012,John Merton,Settler (uncredited) (uncredited),ACTOR
84203,tm5012,Jack Montgomery,Drover at Meeting (uncredited),ACTOR
1171174,tm5012,Ivan Parry,Bunk Kenneally (uncredited),ACTOR
13406,tm5012,Lee Phelps,Gambler (uncredited),ACTOR
573886,tm5012,John Rice,Drover at Meeting (uncredited),ACTOR
29575,tm5012,William Self,Sutter (uncredited),ACTOR
567168,tm5012,Carl Sepulveda,Cowhand (uncredited),ACTOR
21363,tm5012,Ray Spiker,Wagon Train Member (uncredited),ACTOR
33404,tm5012,Glenn Strange,Naylor (uncredited),ACTOR
13423,tm5012,Tom Tyler,Quitter (uncredited),ACTOR
13427,tm5012,Dan White,Laredo (uncredited),ACTOR
13430,tm5012,Guy Wilkerson,Pete (uncredited),ACTOR
23986,tm5012,Shelley Winters,Wagon Train Member (uncredited),ACTOR
23839,tm5012,Howard Hawks,,DIRECTOR
21174,tm19248,Buster Keaton,Johnny Gray,ACTOR
28713,tm19248,Marion Mack,Annabelle Lee,ACTOR
28714,tm19248,Glen Cavender,Captain Anderson,ACTOR
28715,tm19248,Jim Farley,General Thatcher,ACTOR
27348,tm19248,Frederick Vroom,A Southern General,ACTOR
28716,tm19248,Charles Henry Smith,Annabelle's Father,ACTOR
28718,tm19248,Joe Keaton,Union General,ACTOR
28721,tm19248,Al St. John,Officer on Horseback (uncredited),ACTOR
28717,tm19248,Frank Barnes,Annabelle's Brother,ACTOR
28719,tm19248,Mike Donlin,Union General,ACTOR
28720,tm19248,Tom Nawn,Union General,ACTOR
28722,tm19248,Jimmy Bryant,Raider (uncredited),ACTOR
28723,tm19248,Budd Fine,Raider (uncredited),ACTOR
28724,tm19248,Ray Hanford,Raider (uncredited),ACTOR
28725,tm19248,Charles Phillips,Raider (uncredited),ACTOR
28726,tm19248,Eddie Foster,Union Railroad Fireman (uncredited),ACTOR
28727,tm19248,Frank Hagney,Confederate Recruiter (uncredited),ACTOR
28728,tm19248,Jack Hanlon,Bit Part (uncredited),ACTOR
28729,tm19248,Edward Hearn,Union Officer (uncredited),ACTOR
28730,tm19248,Hilliard Karr,Soldier (uncredited),ACTOR
28731,tm19248,Louis Lewyn,Soldier (uncredited),ACTOR
28733,tm19248,Elgin Lessley,Union General Who Gives Command to Cross Bridge (uncredited),ACTOR
28732,tm19248,Clyde Bruckman,,DIRECTOR
21174,tm19248,Buster Keaton,,DIRECTOR
21759,tm122846,Charlie Chaplin,A Tramp,ACTOR
24701,tm122846,Jackie Coogan,The Kid,ACTOR
24702,tm122846,Edna Purviance,The Woman,ACTOR
24705,tm122846,Carl Miller,The Man,ACTOR
24703,tm122846,Albert Austin,Man in Shelter (uncredited),ACTOR
24730,tm122846,Charles Reisner,Bully (uncredited),ACTOR
24721,tm122846,Lita Grey,Flirtatious Angel (uncredited),ACTOR
598679,tm122846,Beulah Bains,Bride (uncredited),ACTOR
24707,tm122846,Nellie Bly Baker,Slum Nurse (uncredited),ACTOR
21761,tm122846,Henry Bergman,Professor Guido / Night Shelter Keeper (uncredited),ACTOR
24719,tm122846,Edward Biby,Orphan Asylum Driver (uncredited),ACTOR
24708,tm122846,F. Blinn,Assistant (uncredited),ACTOR
24706,tm122846,Kitty Bradbury,Bride's Mother (uncredited),ACTOR
24710,tm122846,Frank Campeau,Welfare Officer (uncredited),ACTOR
24712,tm122846,Bliss Chevalier,Extra in Wedding Scene (uncredited),ACTOR
24709,tm122846,Frances Cochran,Extra in Reception Scene (uncredited),ACTOR
598682,tm122846,Elsie Codd,Extra in Alley Scene (uncredited),ACTOR
24713,tm122846,Jack Coogan Sr.,Pickpocket / Guest / Devil (uncredited),ACTOR
24714,tm122846,Estelle Cook,Extra in Wedding Scene (uncredited),ACTOR
24717,tm122846,Lillian Crane,Extra in Wedding Scene (uncredited),ACTOR
24715,tm122846,Dan Dillon,Bum (uncredited),ACTOR
24716,tm122846,Philip D'Oench,Extra in Wedding Scene (uncredited),ACTOR
24718,tm122846,Robert Dunbar,Bridegroom (uncredited),ACTOR
24720,tm122846,Sadie Gordon,Extra in Heaven Scene (uncredited),ACTOR
24722,tm122846,Jules Hanft,Physician (uncredited),ACTOR
24723,tm122846,Kathleen Kay,Maid (uncredited),ACTOR
24724,tm122846,Raymond Lee,His Kid Brother (uncredited),ACTOR
24725,tm122846,Clyde McAtee,Extra in Reception Scene (uncredited),ACTOR
24726,tm122846,John McKinnon,Chief of Police (uncredited),ACTOR
24728,tm122846,Lew Parker,Extra in Heaven Scene (uncredited),ACTOR
24727,tm122846,Esther Ralston,Extra in Heaven Scene (uncredited),ACTOR
24729,tm122846,Granville Redmond,The Man's Friend (uncredited),ACTOR
24731,tm122846,Edgar Sherrod,Priest (uncredited),ACTOR
24732,tm122846,S.D. Wilcox,Cop (uncredited),ACTOR
24733,tm122846,Tom Wilson,Policeman (uncredited),ACTOR
21759,tm122846,Charlie Chaplin,,DIRECTOR
28774,tm100333,Lillian Gish,Lucy Burrows,ACTOR
207781,tm100333,Richard Barthelmess,Cheng Huan,ACTOR
51911,tm100333,Donald Crisp,Battling Burrows,ACTOR
132080,tm100333,Arthur Howard,Burrows' Manager,ACTOR
47776,tm100333,Edward Peil Sr.,Evil Eye,ACTOR
74198,tm100333,George Beranger,The Spying One,ACTOR
132081,tm100333,Norman Selby,A Prizefighter,ACTOR
55739,tm100333,D.W. Griffith,,DIRECTOR
129611,tm19424,Tom Neal,Al Roberts,ACTOR
129610,tm19424,Ann Savage,Vera,ACTOR
129612,tm19424,Claudia Drake,Sue Harvey,ACTOR
72430,tm19424,Edmund MacDonald,Charles Haskell Jr.,ACTOR
26196,tm19424,Tim Ryan,Diner Owner,ACTOR
57722,tm19424,Esther Howard,Holly,ACTOR
129614,tm19424,Pat Gleason,Joe,ACTOR
102596,tm19424,Edgar G. Ulmer,,DIRECTOR
25652,tm18385,Edward G. Robinson,Christopher Cross,ACTOR
56295,tm18385,Joan Bennett,Katherine 'Kitty' March,ACTOR
55257,tm18385,Dan Duryea,Johnny Prince,ACTOR
40707,tm18385,Margaret Lindsay,Millie Ray,ACTOR
71916,tm18385,Jess Barker,David Janeway,ACTOR
58704,tm18385,Rosalind Ivan,Adele Cross,ACTOR
71917,tm18385,Charles Kemper,Patch-eye Higgins,ACTOR
71918,tm18385,Anita Sharp-Bolster,Mrs. Michaels,ACTOR
47762,tm18385,Samuel S. Hinds,Charles Pringle,ACTOR
66594,tm18385,Vladimir Sokoloff,Pop LeJon,ACTOR
27292,tm18385,Arthur Loft,Dellarowe,ACTOR
47773,tm18385,Russell Hicks,J.J. Hogarth,ACTOR
71890,tm18385,Richard Abbott,Critic at Gallery (uncredited),ACTOR
71919,tm18385,Rodney Bell,Barney (uncredited),ACTOR
62987,tm18385,Richard Cramer,Principal Keeper (uncredited),ACTOR
47796,tm18385,Dick Curtis,Detective (uncredited),ACTOR
71920,tm18385,Tom Daly,Penny - Bartender (uncredited),ACTOR
47770,tm18385,Edgar Dearing,Policeman (uncredited),ACTOR
27249,tm18385,Joe Devlin,"Joe Williams, Morning World (uncredited)",ACTOR
71921,tm18385,Tom Dillon,Policeman (uncredited),ACTOR
71922,tm18385,William Hall,Policeman (uncredited),ACTOR
71923,tm18385,Robert Malcolm,Policeman (uncredited),ACTOR
27252,tm18385,Neal Dodd,Priest (uncredited),ACTOR
28512,tm18385,Ralph Dunn,First Policeman in Park (uncredited),ACTOR
71924,tm18385,Fred Essler,Marchetti (uncredited),ACTOR
60615,tm18385,Lance Fuller,Minor Role (uncredited),ACTOR
27264,tm18385,Gus Glassmire,Employee (uncredited),ACTOR
71925,tm18385,Sherry Hall,Employee (uncredited),ACTOR
20176,tm18385,Milton Kibbee,Employee (uncredited),ACTOR
49082,tm18385,Ralph Littlefield,Employee (uncredited),ACTOR
570700,tm18385,Howard M. Mitchell,Employee (uncredited),ACTOR
29114,tm18385,Arthur Gould-Porter,Critic at Gallery (uncredited),ACTOR
47825,tm18385,Boyd Irwin,Critic at Gallery (uncredited),ACTOR
13384,tm18385,Chuck Hamilton,Chauffeur (uncredited),ACTOR
41679,tm18385,Herbert Heywood,Bellboy (uncredited),ACTOR
56559,tm18385,Thomas E. Jackson,Chief of Detectives (uncredited),ACTOR
31160,tm18385,Edward Keane,Detective (uncredited),ACTOR
69526,tm18385,Dick Wessel,Detective (uncredited),ACTOR
71926,tm18385,Cy Kendall,Nick (uncredited),ACTOR
70369,tm18385,Fritz Leiber,Evangelist (uncredited),ACTOR
27291,tm18385,George Lloyd,"Vince Conway, Ledger (uncredited)",ACTOR
71927,tm18385,Lou Lubin,Tiny - Bartender (uncredited),ACTOR
71928,tm18385,George Meader,Holliday (uncredited),ACTOR
71929,tm18385,Horace Murphy,Milkman (uncredited),ACTOR
33999,tm18385,Clarence Muse,Ben - Bank Janitor (uncredited),ACTOR
13406,tm18385,Lee Phelps,First Policeman in Hogarth's Office (uncredited),ACTOR
22013,tm18385,Rose Plumer,Knitting Woman in Lobby (uncredited),ACTOR
34188,tm18385,Constance Purdy,Matron (uncredited),ACTOR
60618,tm18385,Beatrice Roberts,Secretary (uncredited),ACTOR
14770,tm18385,Dewey Robinson,Derelict Saving Cross (uncredited),ACTOR
50381,tm18385,Syd Saylor,"Tom Crocker, Evening Globe (uncredited)",ACTOR
71402,tm18385,Wallace Scott,Drunk (uncredited),ACTOR
33007,tm18385,Emmett Vogan,Prosecutor (uncredited),ACTOR
71930,tm18385,Matt Willis,Policeman in Hogarth's Office (uncredited),ACTOR
20172,tm18385,Charles C. Wilson,Watchman (uncredited),ACTOR
49067,tm18385,Will Wright,Globe Loan Office Manager (uncredited),ACTOR
71931,tm18385,Amzie Strickland,Woman (uncredited),ACTOR
71932,tm18385,John Barton,Hurdy-Gurdy Man (uncredited),ACTOR
27260,tm18385,Byron Foulger,Jones - Apartment Manager (uncredited),ACTOR
20266,tm18385,Fritz Lang,,DIRECTOR
57716,tm2838,Joel McCrea,Robert Rainsford,ACTOR
28652,tm2838,Fay Wray,Eve Trowbridge,ACTOR
72246,tm2838,Leslie Banks,Count Zaroff,ACTOR
28653,tm2838,Robert Armstrong,Martin Trowbridge,ACTOR
28654,tm2838,Noble Johnson,Ivan,ACTOR
28655,tm2838,Steve Clemente,Tartar,ACTOR
152108,tm2838,William B. Davidson,Captain (uncredited),ACTOR
47823,tm2838,Oscar 'Dutch' Hendrian,Tartar Servant (uncredited),ACTOR
28656,tm2838,James Flavin,First Mate on Yacht (uncredited),ACTOR
153624,tm2838,Hale Hamilton,Bill Woodman (uncredited),ACTOR
27334,tm2838,Landers Stevens,Yacht Passenger 'Doc' (uncredited),ACTOR
62831,tm2838,Irving Pichel,,DIRECTOR
28661,tm2838,Ernest B. Schoedsack,,DIRECTOR
28774,tm127199,Lillian Gish,Henriette Girard,ACTOR
155931,tm127199,Dorothy Gish,Louise Girard,ACTOR
138076,tm127199,Joseph Schildkraut,Chevalier de Vaudrey,ACTOR
14753,tm127199,Creighton Hale,Picard,ACTOR
14726,tm127199,Monte Blue,Danton,ACTOR
585192,tm127199,Sidney Herbert,Robespierre,ACTOR
6141,tm127199,Lucille La Verne,Mother Frochard,ACTOR
576597,tm127199,Sheldon Lewis,Jacques Frochard,ACTOR
14768,tm127199,Frank Puglia,Pierre,ACTOR
50383,tm127199,Morgan Wallace,Marquis de Praille,ACTOR
585191,tm127199,Frank Losee,Count de Linieres,ACTOR
1259418,tm127199,Leslie King,Jacques-Forget-Not,ACTOR
582041,tm127199,Katherine Emmet,Countess de Linieres,ACTOR
155744,tm127199,Flora Finch,A Starving Peasant (uncredited),ACTOR
21681,tm127199,Louis Wolheim,Executioner (uncredited),ACTOR
212838,tm127199,Marcia Harris,Henriette's Landlady (uncredited),ACTOR
155487,tm127199,Lee Kohlmar,King Louis XVI (uncredited),ACTOR
173699,tm127199,Kate Bruce,Sister Geneviève (uncredited),ACTOR
585193,tm127199,Adolph Lestina,The Doctor (uncredited),ACTOR
55739,tm127199,D.W. Griffith,,DIRECTOR
25629,tm67370,John Wayne,Lt. Col. Kirby Yorke,ACTOR
35549,tm67370,Maureen O'Hara,Mrs. Kathleen Yorke,ACTOR
24129,tm67370,Ben Johnson,Trooper Travis Tyree,ACTOR
35550,tm67370,Claude Jarman Jr.,Trooper Jefferson 'Jeff' Yorke,ACTOR
11346,tm67370,"Harry Carey, Jr.",Trooper Daniel 'Sandy' Boone,ACTOR
35551,tm67370,Chill Wills,Dr. Wilkins,ACTOR
35552,tm67370,J. Carrol Naish,Lt. Gen. Philip Sheridan,ACTOR
35553,tm67370,Victor McLaglen,Sgt. Maj. Timothy Quincannon,ACTOR
35554,tm67370,Grant Withers,U.S. Deputy Marshal,ACTOR
558855,tm67370,Peter Ortiz,Capt. St. Jacques,ACTOR
41716,tm67370,Steve Pendleton,Capt. Prescott,ACTOR
132912,tm67370,Karolyn Grimes,Margaret Mary,ACTOR
13400,tm67370,Alberto Morin,Lieutenant,ACTOR
11105,tm67370,Ken Curtis,Donnelly - Regimental Singer,ACTOR
492341,tm67370,Stan Jones,Sergeant,ACTOR
669158,tm67370,Fred Kennedy,Trooper Heinze,ACTOR
28905,tm67370,Chuck Roberson,Officer / Indian Who Fires Arrow Into Col. York's Chest,ACTOR
25637,tm67370,John Ford,,DIRECTOR
437864,tm264908,Mamie Smith,Hattie,ACTOR
153395,tm264908,Alec Lovejoy,Flivver Johnson (as Alex Lovejoy),ACTOR
571232,tm264908,Norman Astwood,Mr. Marshall,ACTOR
437870,tm264908,Augustus Smith,Pa Wilkins (as Gus Smith),ACTOR
574173,tm264908,Sidney Easton,Speed Simmons,ACTOR
113394,tm264908,Arthur Dreifuss,,DIRECTOR
53449,tm85417,Irene Dunne,Julie Gardiner Adams,ACTOR
25018,tm85417,Cary Grant,Roger Adams,ACTOR
27179,tm85417,Beulah Bondi,Miss Oliver,ACTOR
60998,tm85417,Edgar Buchanan,Applejack Carney,ACTOR
27196,tm85417,Ann Doran,Dotty 'Dot',ACTOR
74036,tm85417,Eva Lee Kuney,Trina (at the Age of 6 Years),ACTOR
74037,tm85417,Leonard Willey,Doctor Hartley,ACTOR
13363,tm85417,Wallis Clark,Judge,ACTOR
27327,tm85417,Walter Soderling,Billings,ACTOR
74038,tm85417,Jane Biffle,Trina (at the Age of 1 Year),ACTOR
30002,tm85417,Dorothy Adams,Mother in Stalled Car (uncredited),ACTOR
74039,tm85417,Billy Bevan,McDougal (uncredited),ACTOR
14166,tm85417,Bess Flowers,Mother (Uncredited),ACTOR
32913,tm85417,George Stevens,,DIRECTOR
151228,tm78387,Merle Oberon,Jill Baker,ACTOR
28569,tm78387,Melvyn Douglas,Larry Baker,ACTOR
7751,tm78387,Burgess Meredith,Alexander Sebastian,ACTOR
36595,tm78387,Alan Mowbray,Doctor Vengard,ACTOR
151470,tm78387,Olive Blakeney,Margie Stallings,ACTOR
13316,tm78387,Harry Davenport,Jones,ACTOR
45687,tm78387,Sig Ruman,Kafka (as Sig Rumann),ACTOR
55217,tm78387,Eve Arden,Sally Aikens,ACTOR
45691,tm78387,Richard Carle,Albert,ACTOR
74510,tm78387,Mary Currier,Maid (uncredited),ACTOR
93464,tm78387,Jean Fenwick,Dr. Vengard's Nurse (uncredited),ACTOR
14166,tm78387,Bess Flowers,Woman in Ladies' Room (uncredited),ACTOR
41448,tm78387,Rolfe Sedan,Art Dealer (uncredited),ACTOR
96360,tm78387,Gisela Werbisek,Hungarian Dinner Guest (uncredited),ACTOR
45706,tm78387,Ernst Lubitsch,,DIRECTOR
53491,tm137796,William Powell,Philo Vance,ACTOR
27563,tm137796,Mary Astor,Hilda Lake,ACTOR
27180,tm137796,Eugene Pallette,Detective Heath,ACTOR
102700,tm137796,Ralph Morgan,Raymond Wrede,ACTOR
51743,tm137796,Robert McWade,District Attorney Markham,ACTOR
45533,tm137796,Robert Barrat,Archer Coe,ACTOR
51747,tm137796,Frank Conroy,Brisbane Coe,ACTOR
102702,tm137796,Etienne Girardot,Dr. Doremus,ACTOR
102703,tm137796,James Lee,Liang,ACTOR
71264,tm137796,Paul Cavanagh,Thomas MacDonald,ACTOR
71886,tm137796,Arthur Hohl,Gamble the Butler,ACTOR
102706,tm137796,Helen Vinson,Doris Delafield,ACTOR
46,tm137796,Jack La Rue,Eduardo Grassi,ACTOR
74809,tm137796,Harry Allen,Sandy (uncredited),ACTOR
27216,tm137796,Wade Boteler,Desk Sergeant Mellish (uncredited),ACTOR
90204,tm137796,Don Brodie,Police Photographer (uncredited),ACTOR
20173,tm137796,James Burke,Policeman Who Lets Dog Out (uncredited),ACTOR
27230,tm137796,George Chandler,Reporter at Police Station (uncredited),ACTOR
58274,tm137796,Spencer Charters,Sergeant Snitkin (uncredited),ACTOR
153954,tm137796,Virginia Dabney,Girl (uncredited),ACTOR
20176,tm137796,Milton Kibbee,Reporter (uncredited),ACTOR
25635,tm137796,Harry Morgan,Gamble (uncredited),ACTOR
62977,tm137796,Henry O'Neill,Dubois (uncredited),ACTOR
14763,tm137796,Paul Panzer,Baggage Clerk (uncredited),ACTOR
74522,tm137796,Cliff Saum,Policeman on Night Patrol (uncredited),ACTOR
830111,tm137796,Skippy,Terrier at Dog Show (uncredited),ACTOR
27341,tm137796,Arthur Thalasso,Detective (uncredited),ACTOR
133020,tm137796,Monte Vandergrift,Detective (uncredited),ACTOR
14793,tm137796,Leo White,Chicago Hotel Clerk (uncredited),ACTOR
577554,tm137796,Renee Whitney,Telephone Operator (uncredited),ACTOR
20172,tm137796,Charles C. Wilson,Detective Hennessy (uncredited),ACTOR
14797,tm137796,Michael Curtiz,,DIRECTOR
31470,tm1227,Leo Gorcey,Muggs McGinnis,ACTOR
42494,tm1227,Bobby Jordan,Danny Lyons,ACTOR
42496,tm1227,Huntz Hall,Glimpy,ACTOR
42495,tm1227,Gabriel Dell,Skid,ACTOR
62041,tm1227,Noah Beery Jr.,Butch,ACTOR
12934,tm1227,Marc Lawrence,McGaffey,ACTOR
97874,tm1227,Ann Gillis,Sylvia,ACTOR
132381,tm1227,Dave O'Brien,Sgt. Phil Lyons,ACTOR
96553,tm1227,Sunshine Sammy Morrison,Scruno,ACTOR
102538,tm1227,Stanley Clements,Stash,ACTOR
153743,tm1227,Bobby Stone,Skinny,ACTOR
134280,tm1227,Jack Raymond,Sniffy,ACTOR
570621,tm1227,Betty Wells,Dancer,ACTOR
14770,tm1227,Dewey Robinson,Captain,ACTOR
239552,tm1227,Patsy Moran,Mrs. Gimpy,ACTOR
74814,tm1227,Jack Mulhall,Sergeant,ACTOR
60264,tm1227,Bud Osborne,Morley,ACTOR
137944,tm1227,J. Arthur Young,Bright Eyes,ACTOR
22477,tm1227,Franklyn Farnum,Policeman (uncredited),ACTOR
153838,tm1227,Jack Kenney,Kenny (uncredited),ACTOR
21785,tm1227,Frank Moran,Mike - Bartender (uncredited),ACTOR
57856,tm1227,Harry 'Snub' Pollard,Soup Customer (uncredited),ACTOR
569580,tm1227,Betty Sinclair,Dress Saleswoman (uncredited),ACTOR
151924,tm1227,Wallace Fox,,DIRECTOR
35552,tm4919,J. Carrol Naish,Dr. Igor Markoff,ACTOR
